"pdf_filename","series_pair","rated_voltage_V","capacitance_uF","diameter_mm","length_mm","ordering_code_template","esr_value_1_header","esr_value_1_raw","esr_value_2_header","esr_value_2_raw","esr_raw_values","impedance_value_1_header","impedance_value_1_raw","impedance_raw_values","ripple_value_1_header","ripple_value_1_raw","ripple_value_2_header","ripple_value_2_raw","ripple_value_3_header","ripple_value_3_raw","ripple_raw_values","table_header_context","raw_electrical_values","raw_row_text","parse_status","parse_warning"
"B43703_B43723.pdf","B43703/B43723","500","2700","64.3","105.7","B437*3A6278M6##","ESRtyp 100 Hz 20 C mOhm","28","ESRtyp 300 Hz 60 C mOhm","9.3","ESRtyp 100 Hz 20 C mOhm=28; ESRtyp 300 Hz 60 C mOhm=9.3","Zmax 10 kHz 20 C mOhm","40","Zmax 10 kHz 20 C mOhm=40","IAC,max 100 Hz 60 C A","20.7","IAC,R 100 Hz 85 C A","10.3","","","IAC,max 100 Hz 60 C A=20.7; IAC,R 100 Hz 85 C A=10.3","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C below) | uF mm mOhm mOhm mOhm A A","28;9.3;40;20.7;10.3","2700 64.3 x 105.7 28 9.3 40 20.7 10.3 B437*3A6278M6##","parsed",""
"B43703_B43723.pdf","B43703/B43723","500","3300","64.3","130.7","B437*3A6338M6##","ESRtyp 100 Hz 20 C mOhm","24","ESRtyp 300 Hz 60 C mOhm","7.5","ESRtyp 100 Hz 20 C mOhm=24; ESRtyp 300 Hz 60 C mOhm=7.5","Zmax 10 kHz 20 C mOhm","32","Zmax 10 kHz 20 C mOhm=32","IAC,max 100 Hz 60 C A","23.9","IAC,R 100 Hz 85 C A","11.9","","","IAC,max 100 Hz 60 C A=23.9; IAC,R 100 Hz 85 C A=11.9","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C below) | uF mm mOhm mOhm mOhm A A","24;7.5;32;23.9;11.9","3300 64.3 x 130.7 24 7.5 32 23.9 11.9 B437*3A6338M6##","parsed",""
"B43703_B43723.pdf","B43703/B43723","500","3300","76.9","96.7","B437*3B6338M6##","ESRtyp 100 Hz 20 C mOhm","24","ESRtyp 300 Hz 60 C mOhm","8.1","ESRtyp 100 Hz 20 C mOhm=24; ESRtyp 300 Hz 60 C mOhm=8.1","Zmax 10 kHz 20 C mOhm","34","Zmax 10 kHz 20 C mOhm=34","IAC,max 100 Hz 60 C A","24.5","IAC,R 100 Hz 85 C A","12.2","","","IAC,max 100 Hz 60 C A=24.5; IAC,R 100 Hz 85 C A=12.2","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C below) | uF mm mOhm mOhm mOhm A A","24;8.1;34;24.5;12.2","3300 76.9 x 96.7 24 8.1 34 24.5 12.2 B437*3B6338M6##","parsed",""
"B43703_B43723.pdf","B43703/B43723","500","3900","64.3","143.2","B437*3A6398M6##","ESRtyp 100 Hz 20 C mOhm","20","ESRtyp 300 Hz 60 C mOhm","6.5","ESRtyp 100 Hz 20 C mOhm=20; ESRtyp 300 Hz 60 C mOhm=6.5","Zmax 10 kHz 20 C mOhm","28","Zmax 10 kHz 20 C mOhm=28","IAC,max 100 Hz 60 C A","26.8","IAC,R 100 Hz 85 C A","13.4","","","IAC,max 100 Hz 60 C A=26.8; IAC,R 100 Hz 85 C A=13.4","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C below) | uF mm mOhm mOhm mOhm A A","20;6.5;28;26.8;13.4","3900 64.3 x 143.2 20 6.5 28 26.8 13.4 B437*3A6398M6##","parsed",""
"B43703_B43723.pdf","B43703/B43723","500","3900","76.9","118.2","B437*3B6398M6##","ESRtyp 100 Hz 20 C mOhm","20","ESRtyp 300 Hz 60 C mOhm","6.6","ESRtyp 100 Hz 20 C mOhm=20; ESRtyp 300 Hz 60 C mOhm=6.6","Zmax 10 kHz 20 C mOhm","28","Zmax 10 kHz 20 C mOhm=28","IAC,max 100 Hz 60 C A","27.3","IAC,R 100 Hz 85 C A","13.6","","","IAC,max 100 Hz 60 C A=27.3; IAC,R 100 Hz 85 C A=13.6","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C below) | uF mm mOhm mOhm mOhm A A","20;6.6;28;27.3;13.6","3900 76.9 x 118.2 20 6.6 28 27.3 13.6 B437*3B6398M6##","parsed",""
"B43703_B43723.pdf","B43703/B43723","500","4700","76.9","130.7","B437*3A6478M6##","ESRtyp 100 Hz 20 C mOhm","16","ESRtyp 300 Hz 60 C mOhm","5.7","ESRtyp 100 Hz 20 C mOhm=16; ESRtyp 300 Hz 60 C mOhm=5.7","Zmax 10 kHz 20 C mOhm","24","Zmax 10 kHz 20 C mOhm=24","IAC,max 100 Hz 60 C A","30.8","IAC,R 100 Hz 85 C A","15.4","","","IAC,max 100 Hz 60 C A=30.8; IAC,R 100 Hz 85 C A=15.4","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C below) | uF mm mOhm mOhm mOhm A A","16;5.7;24;30.8;15.4","4700 76.9 x 130.7 16 5.7 24 30.8 15.4 B437*3A6478M6##","parsed",""
"B43703_B43723.pdf","B43703/B43723","500","4700","90.0","120.0","B437*3B6478M6##","ESRtyp 100 Hz 20 C mOhm","16","ESRtyp 300 Hz 60 C mOhm","5.3","ESRtyp 100 Hz 20 C mOhm=16; ESRtyp 300 Hz 60 C mOhm=5.3","Zmax 10 kHz 20 C mOhm","24","Zmax 10 kHz 20 C mOhm=24","IAC,max 100 Hz 60 C A","32.9","IAC,R 100 Hz 85 C A","17.0","","","IAC,max 100 Hz 60 C A=32.9; IAC,R 100 Hz 85 C A=17.0","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C below) | uF mm mOhm mOhm mOhm A A","16;5.3;24;32.9;17.0","4700 90.0 x 120.0 16 5.3 24 32.9 17.0 B437*3B6478M6##","parsed",""
"B43703_B43723.pdf","B43703/B43723","500","5600","76.9","143.2","B437*3A6568M6##","ESRtyp 100 Hz 20 C mOhm","14","ESRtyp 300 Hz 60 C mOhm","5.0","ESRtyp 100 Hz 20 C mOhm=14; ESRtyp 300 Hz 60 C mOhm=5.0","Zmax 10 kHz 20 C mOhm","20","Zmax 10 kHz 20 C mOhm=20","IAC,max 100 Hz 60 C A","34.5","IAC,R 100 Hz 85 C A","17.2","","","IAC,max 100 Hz 60 C A=34.5; IAC,R 100 Hz 85 C A=17.2","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C below) | uF mm mOhm mOhm mOhm A A","14;5.0;20;34.5;17.2","5600 76.9 x 143.2 14 5.0 20 34.5 17.2 B437*3A6568M6##","parsed",""
"B43703_B43723.pdf","B43703/B43723","500","5600","90.0","120.0","B437*3B6568M6##","ESRtyp 100 Hz 20 C mOhm","14","ESRtyp 300 Hz 60 C mOhm","4.8","ESRtyp 100 Hz 20 C mOhm=14; ESRtyp 300 Hz 60 C mOhm=4.8","Zmax 10 kHz 20 C mOhm","20","Zmax 10 kHz 20 C mOhm=20","IAC,max 100 Hz 60 C A","36.6","IAC,R 100 Hz 85 C A","18.9","","","IAC,max 100 Hz 60 C A=36.6; IAC,R 100 Hz 85 C A=18.9","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C below) | uF mm mOhm mOhm mOhm A A","14;4.8;20;36.6;18.9","5600 90.0 x 120.0 14 4.8 20 36.6 18.9 B437*3B6568M6##","parsed",""
"B43703_B43723.pdf","B43703/B43723","500","6800","76.9","168.7","B437*3A6688M6##","ESRtyp 100 Hz 20 C mOhm","12","ESRtyp 300 Hz 60 C mOhm","4.2","ESRtyp 100 Hz 20 C mOhm=12; ESRtyp 300 Hz 60 C mOhm=4.2","Zmax 10 kHz 20 C mOhm","17","Zmax 10 kHz 20 C mOhm=17","IAC,max 100 Hz 60 C A","39.5","IAC,R 100 Hz 85 C A","20.4","","","IAC,max 100 Hz 60 C A=39.5; IAC,R 100 Hz 85 C A=20.4","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C below) | uF mm mOhm mOhm mOhm A A","12;4.2;17;39.5;20.4","6800 76.9 x 168.7 12 4.2 17 39.5 20.4 B437*3A6688M6##","parsed",""
"B43703_B43723.pdf","B43703/B43723","500","6800","90.0","144.5","B437*3B6688M6##","ESRtyp 100 Hz 20 C mOhm","11","ESRtyp 300 Hz 60 C mOhm","4.0","ESRtyp 100 Hz 20 C mOhm=11; ESRtyp 300 Hz 60 C mOhm=4.0","Zmax 10 kHz 20 C mOhm","17","Zmax 10 kHz 20 C mOhm=17","IAC,max 100 Hz 60 C A","41.3","IAC,R 100 Hz 85 C A","21.3","","","IAC,max 100 Hz 60 C A=41.3; IAC,R 100 Hz 85 C A=21.3","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C below) | uF mm mOhm mOhm mOhm A A","11;4.0;17;41.3;21.3","6800 90.0 x 144.5 11 4.0 17 41.3 21.3 B437*3B6688M6##","parsed",""
"B43703_B43723.pdf","B43703/B43723","500","8200","76.9","190.7","B437*3A6828M6##","ESRtyp 100 Hz 20 C mOhm","9.7","ESRtyp 300 Hz 60 C mOhm","3.6","ESRtyp 100 Hz 20 C mOhm=9.7; ESRtyp 300 Hz 60 C mOhm=3.6","Zmax 10 kHz 20 C mOhm","14","Zmax 10 kHz 20 C mOhm=14","IAC,max 100 Hz 60 C A","45.1","IAC,R 100 Hz 85 C A","23.3","","","IAC,max 100 Hz 60 C A=45.1; IAC,R 100 Hz 85 C A=23.3","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C below) | uF mm mOhm mOhm mOhm A A","9.7;3.6;14;45.1;23.3","8200 76.9 x 190.7 9.7 3.6 14 45.1 23.3 B437*3A6828M6##","parsed",""
"B43703_B43723.pdf","B43703/B43723","500","8200","90.0","170.0","B437*3B6828M6##","ESRtyp 100 Hz 20 C mOhm","9.5","ESRtyp 300 Hz 60 C mOhm","3.3","ESRtyp 100 Hz 20 C mOhm=9.5; ESRtyp 300 Hz 60 C mOhm=3.3","Zmax 10 kHz 20 C mOhm","14","Zmax 10 kHz 20 C mOhm=14","IAC,max 100 Hz 60 C A","46.5","IAC,R 100 Hz 85 C A","24.0","","","IAC,max 100 Hz 60 C A=46.5; IAC,R 100 Hz 85 C A=24.0","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C below) | uF mm mOhm mOhm mOhm A A","9.5;3.3;14;46.5;24.0","8200 90.0 x 170.0 9.5 3.3 14 46.5 24.0 B437*3B6828M6##","parsed",""
"B43703_B43723.pdf","B43703/B43723","500","10000","90.0","191.0","B437*3A6109M6##","ESRtyp 100 Hz 20 C mOhm","7.9","ESRtyp 300 Hz 60 C mOhm","2.8","ESRtyp 100 Hz 20 C mOhm=7.9; ESRtyp 300 Hz 60 C mOhm=2.8","Zmax 10 kHz 20 C mOhm","12","Zmax 10 kHz 20 C mOhm=12","IAC,max 100 Hz 60 C A","53.0","IAC,R 100 Hz 85 C A","27.4","","","IAC,max 100 Hz 60 C A=53.0; IAC,R 100 Hz 85 C A=27.4","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C below) | uF mm mOhm mOhm mOhm A A","7.9;2.8;12;53.0;27.4","10000 90.0 x 191.0 7.9 2.8 12 53.0 27.4 B437*3A6109M6##","parsed",""
"B43703_B43723.pdf","B43703/B43723","500","12000","90.0","221.0","B437*3A6129M6##","ESRtyp 100 Hz 20 C mOhm","6.6","ESRtyp 300 Hz 60 C mOhm","2.4","ESRtyp 100 Hz 20 C mOhm=6.6; ESRtyp 300 Hz 60 C mOhm=2.4","Zmax 10 kHz 20 C mOhm","9.9","Zmax 10 kHz 20 C mOhm=9.9","IAC,max 100 Hz 60 C A","59.9","IAC,R 100 Hz 85 C A","31.0","","","IAC,max 100 Hz 60 C A=59.9; IAC,R 100 Hz 85 C A=31.0","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C below) | uF mm mOhm mOhm mOhm A A","6.6;2.4;9.9;59.9;31.0","12000 90.0 x 221.0 6.6 2.4 9.9 59.9 31.0 B437*3A6129M6##","parsed",""
"B43704_B43724.pdf","B43704/B43724","350","1800","51.6","80.7","B437*4A4188M6##","ESRtyp 100 Hz 20 C mOhm","36","ESRtyp 300 Hz 60 C mOhm","13","ESRtyp 100 Hz 20 C mOhm=36; ESRtyp 300 Hz 60 C mOhm=13","Zmax 10 kHz 20 C mOhm","50","Zmax 10 kHz 20 C mOhm=50","IAC,max 100 Hz 60 C A","14.8","IAC,R 100 Hz 85 C A","8.69","","","IAC,max 100 Hz 60 C A=14.8; IAC,R 100 Hz 85 C A=8.69","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C below) | uF mm mOhm mOhm mOhm A A","36;13;50;14.8;8.69","1800 51.6 x 80.7 36 13 50 14.8 8.69 B437*4A4188M6##","parsed",""
"B43704_B43724.pdf","B43704/B43724","350","2200","51.6","96.7","B437*4A4228M6##","ESRtyp 100 Hz 20 C mOhm","30","ESRtyp 300 Hz 60 C mOhm","10","ESRtyp 100 Hz 20 C mOhm=30; ESRtyp 300 Hz 60 C mOhm=10","Zmax 10 kHz 20 C mOhm","40","Zmax 10 kHz 20 C mOhm=40","IAC,max 100 Hz 60 C A","17.4","IAC,R 100 Hz 85 C A","10.2","","","IAC,max 100 Hz 60 C A=17.4; IAC,R 100 Hz 85 C A=10.2","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C below) | uF mm mOhm mOhm mOhm A A","30;10;40;17.4;10.2","2200 51.6 x 96.7 30 10 40 17.4 10.2 B437*4A4228M6##","parsed",""
"B43704_B43724.pdf","B43704/B43724","350","2700","51.6","96.7","B437*4A4278M6##","ESRtyp 100 Hz 20 C mOhm","24","ESRtyp 300 Hz 60 C mOhm","8.9","ESRtyp 100 Hz 20 C mOhm=24; ESRtyp 300 Hz 60 C mOhm=8.9","Zmax 10 kHz 20 C mOhm","34","Zmax 10 kHz 20 C mOhm=34","IAC,max 100 Hz 60 C A","19.8","IAC,R 100 Hz 85 C A","11.5","","","IAC,max 100 Hz 60 C A=19.8; IAC,R 100 Hz 85 C A=11.5","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C below) | uF mm mOhm mOhm mOhm A A","24;8.9;34;19.8;11.5","2700 51.6 x 96.7 24 8.9 34 19.8 11.5 B437*4A4278M6##","parsed",""
"B43704_B43724.pdf","B43704/B43724","350","3300","51.6","118.2","B437*4A4338M6##","ESRtyp 100 Hz 20 C mOhm","20","ESRtyp 300 Hz 60 C mOhm","7.2","ESRtyp 100 Hz 20 C mOhm=20; ESRtyp 300 Hz 60 C mOhm=7.2","Zmax 10 kHz 20 C mOhm","28","Zmax 10 kHz 20 C mOhm=28","IAC,max 100 Hz 60 C A","22.9","IAC,R 100 Hz 85 C A","13.4","","","IAC,max 100 Hz 60 C A=22.9; IAC,R 100 Hz 85 C A=13.4","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C below) | uF mm mOhm mOhm mOhm A A","20;7.2;28;22.9;13.4","3300 51.6 x 118.2 20 7.2 28 22.9 13.4 B437*4A4338M6##","parsed",""
"B43704_B43724.pdf","B43704/B43724","350","3300","64.3","80.7","B437*4B4338M6##","ESRtyp 100 Hz 20 C mOhm","20","ESRtyp 300 Hz 60 C mOhm","7.9","ESRtyp 100 Hz 20 C mOhm=20; ESRtyp 300 Hz 60 C mOhm=7.9","Zmax 10 kHz 20 C mOhm","28","Zmax 10 kHz 20 C mOhm=28","IAC,max 100 Hz 60 C A","22.7","IAC,R 100 Hz 85 C A","13.2","","","IAC,max 100 Hz 60 C A=22.7; IAC,R 100 Hz 85 C A=13.2","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C below) | uF mm mOhm mOhm mOhm A A","20;7.9;28;22.7;13.2","3300 64.3 x 80.7 20 7.9 28 22.7 13.2 B437*4B4338M6##","parsed",""
"B43704_B43724.pdf","B43704/B43724","350","3900","51.6","130.7","B437*4A4398M6##","ESRtyp 100 Hz 20 C mOhm","17","ESRtyp 300 Hz 60 C mOhm","6.3","ESRtyp 100 Hz 20 C mOhm=17; ESRtyp 300 Hz 60 C mOhm=6.3","Zmax 10 kHz 20 C mOhm","24","Zmax 10 kHz 20 C mOhm=24","IAC,max 100 Hz 60 C A","25.8","IAC,R 100 Hz 85 C A","15.0","","","IAC,max 100 Hz 60 C A=25.8; IAC,R 100 Hz 85 C A=15.0","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C below) | uF mm mOhm mOhm mOhm A A","17;6.3;24;25.8;15.0","3900 51.6 x 130.7 17 6.3 24 25.8 15.0 B437*4A4398M6##","parsed",""
"B43704_B43724.pdf","B43704/B43724","350","3900","64.3","96.7","B437*4B4398M6##","ESRtyp 100 Hz 20 C mOhm","17","ESRtyp 300 Hz 60 C mOhm","6.5","ESRtyp 100 Hz 20 C mOhm=17; ESRtyp 300 Hz 60 C mOhm=6.5","Zmax 10 kHz 20 C mOhm","24","Zmax 10 kHz 20 C mOhm=24","IAC,max 100 Hz 60 C A","25.4","IAC,R 100 Hz 85 C A","14.8","","","IAC,max 100 Hz 60 C A=25.4; IAC,R 100 Hz 85 C A=14.8","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C below) | uF mm mOhm mOhm mOhm A A","17;6.5;24;25.4;14.8","3900 64.3 x 96.7 17 6.5 24 25.4 14.8 B437*4B4398M6##","parsed",""
"B43704_B43724.pdf","B43704/B43724","350","4700","64.3","105.7","B437*4A4478M6##","ESRtyp 100 Hz 20 C mOhm","15","ESRtyp 300 Hz 60 C mOhm","5.7","ESRtyp 100 Hz 20 C mOhm=15; ESRtyp 300 Hz 60 C mOhm=5.7","Zmax 10 kHz 20 C mOhm","20","Zmax 10 kHz 20 C mOhm=20","IAC,max 100 Hz 60 C A","28.6","IAC,R 100 Hz 85 C A","16.7","","","IAC,max 100 Hz 60 C A=28.6; IAC,R 100 Hz 85 C A=16.7","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C below) | uF mm mOhm mOhm mOhm A A","15;5.7;20;28.6;16.7","4700 64.3 x 105.7 15 5.7 20 28.6 16.7 B437*4A4478M6##","parsed",""
"B43704_B43724.pdf","B43704/B43724","350","5600","64.3","118.2","B437*4A4568M6##","ESRtyp 100 Hz 20 C mOhm","12","ESRtyp 300 Hz 60 C mOhm","4.9","ESRtyp 100 Hz 20 C mOhm=12; ESRtyp 300 Hz 60 C mOhm=4.9","Zmax 10 kHz 20 C mOhm","17","Zmax 10 kHz 20 C mOhm=17","IAC,max 100 Hz 60 C A","32.1","IAC,R 100 Hz 85 C A","18.7","","","IAC,max 100 Hz 60 C A=32.1; IAC,R 100 Hz 85 C A=18.7","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C below) | uF mm mOhm mOhm mOhm A A","12;4.9;17;32.1;18.7","5600 64.3 x 118.2 12 4.9 17 32.1 18.7 B437*4A4568M6##","parsed",""
"B43704_B43724.pdf","B43704/B43724","350","5600","76.9","96.7","B437*4B4568M6##","ESRtyp 100 Hz 20 C mOhm","13","ESRtyp 300 Hz 60 C mOhm","5.2","ESRtyp 100 Hz 20 C mOhm=13; ESRtyp 300 Hz 60 C mOhm=5.2","Zmax 10 kHz 20 C mOhm","18","Zmax 10 kHz 20 C mOhm=18","IAC,max 100 Hz 60 C A","33.0","IAC,R 100 Hz 85 C A","19.2","","","IAC,max 100 Hz 60 C A=33.0; IAC,R 100 Hz 85 C A=19.2","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C below) | uF mm mOhm mOhm mOhm A A","13;5.2;18;33.0;19.2","5600 76.9 x 96.7 13 5.2 18 33.0 19.2 B437*4B4568M6##","parsed",""
"B43704_B43724.pdf","B43704/B43724","350","6800","64.3","143.2","B437*4A4688M6##","ESRtyp 100 Hz 20 C mOhm","10","ESRtyp 300 Hz 60 C mOhm","4.1","ESRtyp 100 Hz 20 C mOhm=10; ESRtyp 300 Hz 60 C mOhm=4.1","Zmax 10 kHz 20 C mOhm","14","Zmax 10 kHz 20 C mOhm=14","IAC,max 100 Hz 60 C A","36.9","IAC,R 100 Hz 85 C A","21.5","","","IAC,max 100 Hz 60 C A=36.9; IAC,R 100 Hz 85 C A=21.5","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C below) | uF mm mOhm mOhm mOhm A A","10;4.1;14;36.9;21.5","6800 64.3 x 143.2 10 4.1 14 36.9 21.5 B437*4A4688M6##","parsed",""
"B43704_B43724.pdf","B43704/B43724","350","6800","76.9","105.7","B437*4B4688M6##","ESRtyp 100 Hz 20 C mOhm","11","ESRtyp 300 Hz 60 C mOhm","4.6","ESRtyp 100 Hz 20 C mOhm=11; ESRtyp 300 Hz 60 C mOhm=4.6","Zmax 10 kHz 20 C mOhm","15","Zmax 10 kHz 20 C mOhm=15","IAC,max 100 Hz 60 C A","36.9","IAC,R 100 Hz 85 C A","21.5","","","IAC,max 100 Hz 60 C A=36.9; IAC,R 100 Hz 85 C A=21.5","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C below) | uF mm mOhm mOhm mOhm A A","11;4.6;15;36.9;21.5","6800 76.9 x 105.7 11 4.6 15 36.9 21.5 B437*4B4688M6##","parsed",""
"B43704_B43724.pdf","B43704/B43724","350","8200","76.9","118.2","B437*4A4828M6##","ESRtyp 100 Hz 20 C mOhm","8.8","ESRtyp 300 Hz 60 C mOhm","3.9","ESRtyp 100 Hz 20 C mOhm=8.8; ESRtyp 300 Hz 60 C mOhm=3.9","Zmax 10 kHz 20 C mOhm","13","Zmax 10 kHz 20 C mOhm=13","IAC,max 100 Hz 60 C A","41.5","IAC,R 100 Hz 85 C A","24.2","","","IAC,max 100 Hz 60 C A=41.5; IAC,R 100 Hz 85 C A=24.2","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C below) | uF mm mOhm mOhm mOhm A A","8.8;3.9;13;41.5;24.2","8200 76.9 x 118.2 8.8 3.9 13 41.5 24.2 B437*4A4828M6##","parsed",""
"B43704_B43724.pdf","B43704/B43724","350","10000","76.9","143.2","B437*4A4109M6##","ESRtyp 100 Hz 20 C mOhm","7.2","ESRtyp 300 Hz 60 C mOhm","3.2","ESRtyp 100 Hz 20 C mOhm=7.2; ESRtyp 300 Hz 60 C mOhm=3.2","Zmax 10 kHz 20 C mOhm","11","Zmax 10 kHz 20 C mOhm=11","IAC,max 100 Hz 60 C A","47.6","IAC,R 100 Hz 85 C A","27.8","","","IAC,max 100 Hz 60 C A=47.6; IAC,R 100 Hz 85 C A=27.8","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C below) | uF mm mOhm mOhm mOhm A A","7.2;3.2;11;47.6;27.8","10000 76.9 x 143.2 7.2 3.2 11 47.6 27.8 B437*4A4109M6##","parsed",""
