matrix_id,case_id,topology_id,status,operating_point_input_checksum,hardware_snapshot_checksum,waveform_metrics_checksum
12_three_phase_capacitor_rectifier,c02_low_input_full_load,three_phase_diode_bridge_rectifier_capacitor_filter,executed,00debcabfd04c128fc0e8878ec4b05c074142e353d5840e61f39f8b8ecb12375,c1d9faf51ba029d85e5f40c45b199e25a580d0363b6e15a1296ee725e6dfa5ef,6b25b4624e7820a0cffb0c859b1050abaec679bbce86b2a940172f89a31d917e
12_three_phase_capacitor_rectifier,c03_high_input_full_load,three_phase_diode_bridge_rectifier_capacitor_filter,executed,af3edf94c65f9b59375ae331c7b109fa016b1fd10868ccb6543f6d53cbddcfb1,c1d9faf51ba029d85e5f40c45b199e25a580d0363b6e15a1296ee725e6dfa5ef,6b25b4624e7820a0cffb0c859b1050abaec679bbce86b2a940172f89a31d917e
12_three_phase_capacitor_rectifier,c04_nominal_light_load_20pct,three_phase_diode_bridge_rectifier_capacitor_filter,executed,28a20d7422ec503c3fe404cb58a0a4da6160d4e01b43ba599bee39575427f791,c1d9faf51ba029d85e5f40c45b199e25a580d0363b6e15a1296ee725e6dfa5ef,fb526287c391d4ff118c04db101d725c8e29eba89977000c982dcefb7eed8701
12_three_phase_capacitor_rectifier,c05_nominal_high_ripple,three_phase_diode_bridge_rectifier_capacitor_filter,executed,cece3e176192347e66faf3f392a40fa43d7ba491bb1d23e99619593ac0e693b9,c1d9faf51ba029d85e5f40c45b199e25a580d0363b6e15a1296ee725e6dfa5ef,6b25b4624e7820a0cffb0c859b1050abaec679bbce86b2a940172f89a31d917e
13_diode_bridge_boost_pfc,c01_nominal_full_load_50hz,single_phase_boost_pfc_diode_bridge,executed,6eb0911e09c50f7dab3d04e9d7d523d71d9a1994158372636ce3be450c876fdf,98fc7e941e3a62a9319a4e1130ada568636fe6723f52befac48cc5f18d4717a6,00bfea29d0a91fa38037685572405ff40f8d8ac4e0cea1a341fb2ebcefada60b
13_diode_bridge_boost_pfc,c02_low_input_full_load_50hz,single_phase_boost_pfc_diode_bridge,executed,c6a89b9672d3b820dcb53329f8a63091e91958de7101237bad61dbbe91b1e753,98fc7e941e3a62a9319a4e1130ada568636fe6723f52befac48cc5f18d4717a6,00bfea29d0a91fa38037685572405ff40f8d8ac4e0cea1a341fb2ebcefada60b
13_diode_bridge_boost_pfc,c03_high_input_full_load_50hz,single_phase_boost_pfc_diode_bridge,executed,59019d47582c11a010616584651b8a1b61efe075f3dd8de38b9d2e8a12f43e05,98fc7e941e3a62a9319a4e1130ada568636fe6723f52befac48cc5f18d4717a6,00bfea29d0a91fa38037685572405ff40f8d8ac4e0cea1a341fb2ebcefada60b
13_diode_bridge_boost_pfc,c04_nominal_light_load_20pct_50hz,single_phase_boost_pfc_diode_bridge,executed,3ea1f4df21226882a3711d050b8e4ba22f4951c0510474469537c20427281220,98fc7e941e3a62a9319a4e1130ada568636fe6723f52befac48cc5f18d4717a6,7424e4d238166cddb22bf7c4b685695f9a53049cbaffb490160a5311226ff228
13_diode_bridge_boost_pfc,c05_nominal_very_light_load_10pct_50hz,single_phase_boost_pfc_diode_bridge,executed,b68ca7443ce6a9b573e2f5727447b18b03fa8b27e383f18ab971d48aa62c33a7,98fc7e941e3a62a9319a4e1130ada568636fe6723f52befac48cc5f18d4717a6,4175325f3fe457786b4c25e473d0b1c1b0c276d71729203af050b2b9014e4876
13_diode_bridge_boost_pfc,c06_nominal_high_frequency_50hz,single_phase_boost_pfc_diode_bridge,executed,4507804b3e0f12ceaad35491df0ac678236403b77d6a64639e86be7d0491e032,98fc7e941e3a62a9319a4e1130ada568636fe6723f52befac48cc5f18d4717a6,00bfea29d0a91fa38037685572405ff40f8d8ac4e0cea1a341fb2ebcefada60b
