case,transformer_before_seconds,transformer_after_seconds,transformer_speedup,external_lr_before_seconds,external_lr_after_seconds,external_lr_speedup
transformer-small,0.3247047000040766,0.03225879999990866,10.065616204105421,,,
transformer-medium,1.089862799999537,0.049150400000144145,22.174037240721148,,,
external-lr-small,1.0896413999944343,0.05013839999992342,21.732671963925824,1.2803751999963424,0.04577999999946769,27.968003495221275
external-lr-medium,1.0527723999985028,0.049752999999327585,21.159978293022153,8.399345199999516,0.18080149999968853,46.456169888048414
