path,source_exists,target_exists,source_size_bytes,target_size_bytes,source_sha256,target_sha256,same_content,runtime_scope,source_prohibited_terms,target_prohibited_terms,classification,reason
docs/topologies/dc_dc_buck_synchronous_rectified_unidirectional_design_process_map.md,True,False,1987,,b9a8f063345440fadc7ab13afa05ca68610e0cfb645d585e4fa118c87c3668ae,,False,False,,,exclude_out_of_scope,Source-only file is outside the deterministic GUI runtime scope.
docs/topologies/dc_dc_flyback_diode_rectified_isolated_design_process_map.md,True,False,2361,,f37feb86d0ef4586911f7579fb812d8e39986979fd9c0355745d77f9805f7c19,,False,False,,,exclude_out_of_scope,Source-only file is outside the deterministic GUI runtime scope.
docs/topologies/dc_dc_four_switch_buck_boost_simplified_four_mode_design_process_map.md,True,False,1897,,e65c72910e113ee226200e77d703018f9960895106bdbbb9eb20e6713d557f52,,False,False,,,exclude_out_of_scope,Source-only file is outside the deterministic GUI runtime scope.
docs/topologies/dc_dc_llc_resonant_converter_diode_rectifier_design_process_map.md,True,False,3550,,80a96938a3cbd3d4af95b7d960f631ce972dd993a460e447fed50a5d388a4ef8,,False,False,,,exclude_out_of_scope,Source-only file is outside the deterministic GUI runtime scope.
docs/topologies/dc_dc_llc_resonant_converter_synchronous_rectifier_design_process_map.md,True,False,23956,,1300e687f3dd5f309a30f78e6a5b34b1c28fbd8dd04b81c8cd9e68854c17545c,,False,False,session_output,,exclude_out_of_scope,Source-only file is outside the deterministic GUI runtime scope.
docs/topologies/dc_dc_phase_shifted_full_bridge_diode_rectifier_isolated_design_process_map.md,True,False,20437,,8f457c44b7ddffca4fc15de87f7c670422c6b66900e40439f9478a5d96751d02,,False,False,design_request_runner,,exclude_out_of_scope,Source-only file is outside the deterministic GUI runtime scope.
docs/topologies/dc_dc_three_level_tzcm_fixed_frequency_design_process_map.md,True,False,1832,,422465c0e9148d8e66157246de518dcdd5398cf37e9d0b866a79b2f077194332,,False,False,,,exclude_out_of_scope,Source-only file is outside the deterministic GUI runtime scope.
docs/topology_depth_parity_v1.md,True,False,13309,,b7203fe718a1e10790c25f291d81a5bb4b609748f2a8613238d637611cbb8066,,False,False,,,exclude_out_of_scope,Source-only file is outside the deterministic GUI runtime scope.
docs/topology_execution_coverage_matrix.md,True,False,6321,,fec3a0033ad5d2c526ceb3c266449fccf7db5401a0f15a8a488eac32f3944ec2,,False,False,,,exclude_out_of_scope,Source-only file is outside the deterministic GUI runtime scope.
output/pdf/vendor_pe_claw_cross_topology_benchmark.pdf,True,False,61640,,d39b15c45647bedd039a568023039acfa476128658574e72d9816b2e5029b111,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
output/pptx/vendor_pe_claw_cross_topology_benchmark_16x9.pptx,True,False,63736,,a042cc3eaa5033cfff4b639055278488cb73a2babe856428b34b134bae9bfb7f,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
pyproject.toml,True,True,1812,500,53464890a7a867a9d35bb7565745f97039923a0354de1234b69c9d453d7b8bef,c2aba9969b8bef0158de75202d0894217dac4bafc582da693383e46de8bbbb92,False,True,,,replace_from_2_0,Selected deterministic runtime file changed in 2.0.
report.md,True,False,2268,,5752ab11e78f254f22c95e3714146e014dfc3cadddb65fab9d8d761f93eb6c3d,,False,False,,,exclude_out_of_scope,Source-only file is outside the deterministic GUI runtime scope.
report1.md,True,False,668,,de3a33b350d340cc8fd21ac5725d5e41e83793e65001ea37ab967ca949b18883,,False,False,,,exclude_out_of_scope,Source-only file is outside the deterministic GUI runtime scope.
reports/JSON_INDEX.md,True,False,28237,,a92f019a422568eebd7303a51ed74e9be800e2011e302ec397a751579d576be9,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/README.md,True,False,12173,,e5160ca44901d8245f2e953e17544d1244f080b2a064e316b39eb6954496e7c3,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/checkpoints/openmagnetics/openmagnetics_step17_v2_ab_summary_20260726.md,True,False,4354,,0f8d4c69bd187f10b66b7e7b7ceecd81bf9216e5d6284a3f603804b383b69a8e,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/checkpoints/openmagnetics/openmagnetics_step18_ab_classification_20260726.md,True,False,19343,,466a84d27ff2a6a0f2584b26e3bde814bbd6fa55fc7197cf0bae5aa8385583fc,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/checkpoints/openmagnetics/openmagnetics_step19_ab_classification_20260727.md,True,False,17140,,ebb401449e471c130cc1c7eb20bbb8d4b970c8e8b6b40b2a2135ada7efa9582e,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/checkpoints/project/report1_legacy_through_20260810.md,True,False,297711,,df964d25c5eee6f2998f12a0efc2c40445f2d2c0be9327c342c334cecf526b8a,,False,False,design_request_runner;design_request_parser_bridge,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/evidence/README.md,True,False,3324,,8be5bb4cded576eb306b9b39531d3c3b71aa2111aceef36fd246f402b3a7d1b8,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/evidence/agentic/phase17/README.md,True,False,13102,,bac69352c3e85edc1120214bae14c6fb583949c49af4a24ee28addaef1b08990,,False,False,,,exclude_agentic,Path belongs to the excluded AI/agentic/skills scope.
reports/evidence/agentic/phase17/audits/artifact_reproducibility.json,True,False,246089,,d36719c7a0c01ba902aaca8e48ea11763638781d9755bd62c1ae3b2a44e02b73,,False,False,,,exclude_agentic,Path belongs to the excluded AI/agentic/skills scope.
reports/evidence/agentic/phase17/audits/baseline_tables.json,True,False,125664,,4166199f2cc0f79ae45f30b2209f8e2086c74380b6c074d0ad3a1c3b687cf42d,,False,False,,,exclude_agentic,Path belongs to the excluded AI/agentic/skills scope.
reports/evidence/agentic/phase17/audits/claims_registry.json,True,False,24273,,fcc3cd446c53ca5c5295300d4c3dfd926dcbaa78de58945093b80f46c2434d96,,False,False,,,exclude_agentic,Path belongs to the excluded AI/agentic/skills scope.
reports/evidence/agentic/phase17/audits/execution_traces.json,True,False,145555,,c58f59aa109883e7b022677e5a72d77968def0f285685d92debbc6b2481cc68d,,False,False,,,exclude_agentic,Path belongs to the excluded AI/agentic/skills scope.
reports/evidence/agentic/phase17/audits/source_inventory.json,True,False,244084,,5a2e12e7db16aa7b2a44b3c412711db5148a428c3b813696068fbb5a184ba5e7,,False,False,,,exclude_agentic,Path belongs to the excluded AI/agentic/skills scope.
reports/evidence/agentic/phase17/authority/phase17_final_authority.json,True,False,12423,,e11579f4b5c96b0ef148beb42ba9097407c6528b5a07dc514ac774dc9aa98ffa,,False,False,,,exclude_agentic,Path belongs to the excluded AI/agentic/skills scope.
reports/evidence/agentic/phase17/runs/auto_topology/auto_topology_recommendation.json,True,False,14512,,40d4c423822362747fe50bc1ed9d95d65eae01b6bbb25aaf8c4185049a14d64f,,False,False,,,exclude_agentic,Path belongs to the excluded AI/agentic/skills scope.
reports/evidence/agentic/phase17/runs/auto_topology/auto_topology_recommendation.md,True,False,3352,,2b92e5d73633ae867ec0391ceeaa3f26edb051f55e72ee7315cae02bf7642d02,,False,False,,,exclude_agentic,Path belongs to the excluded AI/agentic/skills scope.
reports/evidence/agentic/phase17/runs/deterministic_run_a/package_snapshot.json,True,False,4862,,0a45a60b4c9965d6605e1ef913759076bd2c67f9b30f0299f3cfef6d12db9edc,,False,False,,,exclude_agentic,Path belongs to the excluded AI/agentic/skills scope.
reports/evidence/agentic/phase17/runs/deterministic_run_b/package_snapshot.json,True,False,4862,,0a45a60b4c9965d6605e1ef913759076bd2c67f9b30f0299f3cfef6d12db9edc,,False,False,,,exclude_agentic,Path belongs to the excluded AI/agentic/skills scope.
reports/evidence/agentic/phase17/runs/registered_19/registered_topology_run.json,True,False,18985,,63cd8cfd235475fdb7927bd75efd13dc5229a46f50defc42c085b764c2555ffd,,False,False,,,exclude_agentic,Path belongs to the excluded AI/agentic/skills scope.
reports/evidence/agentic/phase17/runs/registered_19/registered_topology_run.md,True,False,4300,,aaab5f6d84c9c36f6d38508b73e330da39cd33c64726535084eb5ce4fc3dde45,,False,False,,,exclude_agentic,Path belongs to the excluded AI/agentic/skills scope.
reports/evidence/openmagnetics/step25/INDEX.md,True,False,2577,,2e50f2d766833bea5f669e08c75431851fc42ada4bd7b5f33b613c3a4d6312c9,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/evidence/openmagnetics/step25/README.md,True,False,20530,,7ff6855fb54e010b67302b571723011c0db21e36ed12baa8018a012a10ad6d8e,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/evidence/openmagnetics/step25/audits/external_reference_audit.json,True,False,4776,,eee9b9e9f3acc6a9aab44fd9b7f9cb2fd0b5bdb1a6f38249de3dedc74d41deaf,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/evidence/openmagnetics/step25/audits/lfs_audit.json,True,False,1507,,22859ffcb7f876d093df809231bab7ede30a5e5b0a2036f6618fc66a84b629d4,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/evidence/openmagnetics/step25/audits/package_data_audit.json,True,False,719001,,0832f95ff6f4735499213f13aeb910498f6ab93be6ab0e6f904a045b421d56ed,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/evidence/openmagnetics/step25/authority/dependency_audit.json,True,False,1289,,a59c478a045cbd731aec72117559cf42e6a650694edcf8c45682ebbb7b6853c0,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/evidence/openmagnetics/step25/authority/dependency_baseline.json,True,False,4563,,ad5e2a8f19dd7bb8277f57b88b610340affc5d416414d1850ad88d4f24b6dda8,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/evidence/openmagnetics/step25/authority/external_reference_inventory.json,True,False,12961,,8cb8d8984a0302071d076172c68188eddbde6af32c9f2e22cfd0dbfa9a06d64e,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/evidence/openmagnetics/step25/authority/package_data_audit.json,True,False,1117,,4ebc85dc73320077c649b5955127e130fa7a0df36beb38faa7281d5ac2fbce93,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/evidence/openmagnetics/step25/authority/portability_baseline.json,True,False,329763,,7ad1e0b0ecb067acde857b4f5bd04a5b0677c538c4d84f882619b6e9d6369db4,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/evidence/openmagnetics/step25/authority/step25_final_authority.json,True,False,4176,,02a026e8208793096b212e8d28e40459fb6613abe33d7797868aefb91e4ffe57,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/evidence/openmagnetics/step25/runs/run_a/relocation_smoke.json,True,False,5964,,23cb473dde8421eb1752d3691265cab0c6e483b6e6eb6d3239e95035e250abd0,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/evidence/openmagnetics/step25/runs/run_b/relocation_smoke.json,True,False,5874,,e7c40388d99ff005d0aaef618718b921bcefce65e841bfc95b86e5f2dfa29605,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/evidence/reporting/report1-migration-20260810/README.md,True,False,2052,,369ecf0ddb00600faf38f9fe0d5df9c2ac72ebb548a6d466ab9cefc6597b5239,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_magnetic_loss_baseline_20260725.json,True,False,15535,,d3151b19376d5aa2f44bf5f505ec0f74437c92f3a0774a615582b1b7aa45a6e7,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step10_catalog_binding_audit_20260726.json,True,False,1025,,90cbb01c23e13a12189e884b18b011896832180bf80e8e3a346ad33910c99282,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step11_results_audit_20260726.json,True,False,186,,0fc651339f5ebc22e9aa76280d1c491d8d35deda0fc025944359d829c8b7213d,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step12_local_v2_cache_20260726/cache_audit.json,True,False,39557,,0a3c0f8afa4c28456cde4a9c0b0d53124b4b7aec1445835243360fd30e69ae5a,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step12_local_v2_cache_20260726/components_normalized_v2.json,True,False,29896602,,bf821c1cd6b58ebd81bb6fedb63682e16dfee571512ef2ac4edfdc173fea26f0,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step12_local_v2_cache_20260726/materials_normalized_v2.json,True,False,13881702,,7d56a8e97f3d76a75a5bf5b80a4f92f31fbdbfdb34beff75d6198c57b3428eaf,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step12_v2_cache_audit_20260726.json,True,False,1648,,01cc2b49d337a8758b0d6236902744cbce126b71207087434c9e5f8ef327b0d4,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step13_golden_validation_audit_20260726.json,True,False,6286,,913988740581ef23da12ba52e8bcf7b2fe3ce0ca8c1dad50d345621c21e55bed,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step14_rollout_audit_20260726.json,True,False,12809,,f51afdc267571a4eff78a702c5cb0180fc50dd3a8dae77ca267d61b228eaf595,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step16_ab_rerun_manifest_20260726.json,True,False,3394,,b82dbc8fa4790a4a65f600c7a9edd867f8f85cb27a6f6ce1bb135e7b1c1a2610,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step17_v2_ab_current_records_20260726.json,True,False,4132,,c66261c533cf345e1b4b66c14269c643df948a2a013914b11fd98ee3df8fe26e,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step18_candidate_ranking_audit_20260726.json,True,False,132619,,50cea0c64111638dd8a858af61736978f31d9272e469a13e564825c9c467c591,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step18_comparison_contract_20260726.json,True,False,68510,,0b0fa62f33acaa66ee29497e83b48b3e0344a39265785571ea515e2c23db4828,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step18_evidence_manifest_20260726.json,True,False,11165,,5ef1009aae547d11992457b04c8f5e9c72fdcd7c16a404ef8e61109202fa6a01,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step18_field_provenance_audit_20260726.json,True,False,622658,,3b2bff14a7e42480391523eff68f6d255fccbf79ef8e532226af5d788ca1caed,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step18_fixed_hardware_ab_20260726.json,True,False,470836,,acb5e8ba486d99efd6c6822335c7928a400a4a1e0844569621cc9cbda4d7e550,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step18_model_equation_audit_20260726.json,True,False,27004,,0b5c70477e94d76cf5f12f3f1a25be3fe330f8f43ecb681dc973bcf77e0f8fc0,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step18_physical_consistency_audit_20260726.json,True,False,39049,,48748ec3509025a7dddb14a4cea30a10775e08a84dff089301a372ed3d33c4eb,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step18_rollout_gate_20260727.json,True,False,76623,,d5bd72718602423bacc1cdb28c8841fa9883876384b9a0ea7e29c22b06ccb1af,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step19_buck_boost_frontier_audit_20260727.json,True,False,39684,,3df4fe9fbc6a728ca451414219ba5af7bde8eec099a63ecefb4c9710d98f2237,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step19_candidate_ranking_audit_20260727.json,True,False,79932,,ddb1d71bec3c73f3abeefc2af085f949dddd1c6c97ba854d4698cfef0da83f5b,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step19_flyback_thermal_remediation_20260727.json,True,False,65288,,8961dd22985ffc446f34e6125b0934034828e6f333aa53f081131328e4621f6d,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step19_flyback_winding_audit_20260727.json,True,False,9980,,19b916e86c728001565f1cf881493459f146b402d4eafc16b1ba0826bfd8eb4c,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step19_llc_lr_an_validation_20260727.json,True,False,80438,,5287725df6c02058be21a1ffbed3643deec9bb91deed6ca6adb31db191632492,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step19_llc_transformer_winding_audit_20260727.json,True,False,10032,,16cc985b3095a2b563b3d0c93008eaf3ad37ee34797ceacf7f8c30d4d5295ddd,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step19_physical_consistency_audit_20260727.json,True,False,19705,,9b7bfc64a24f51f21a547a81b616a565c1d21a5c06b6c08de05772761220fb34,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step19_regression_performance_audit_20260727.json,True,False,82514,,1e65447983681a0aa6045ee6d9161a99c28325fb844d780b0060e86ba43fd71a,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step19_rollout_gate_20260727.json,True,False,82071,,a9a799033274f56db9bef173496b8a15af59c104e2648a6a24901191423d4e26,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step19_stacked_candidate_audit_20260727.json,True,False,99823,,1b4868fc7b7824aa6c68e0b748df8e9d5317b482181bd427278a783eef36e36e,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step19r_cache_rebuild_audit_20260727.json,True,False,1639,,ca873f6f621ab5ec29f23a1f9a2f52ad8d72b1e636da97c3a8409bd743ef21bc,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step19r_corrected_v2_cache_20260727/cache_audit.json,True,False,45674,,b910025bca02d250b7db49142eb6f20e23803571f762607d6bfbe4c3d5b37b9d,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step19r_corrected_v2_cache_20260727/components_normalized_v2.json,True,False,29896602,,bf821c1cd6b58ebd81bb6fedb63682e16dfee571512ef2ac4edfdc173fea26f0,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step19r_corrected_v2_cache_20260727/material_loss_corrections_applied.json,True,False,4863,,5da1a8e113e46891f4aed423317ab7bed254ae4ea001e91604736485a3be43ff,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step19r_corrected_v2_cache_20260727/materials_normalized_v2.json,True,False,13881688,,df25e17bd9fcb004fe6c127ac5194eb7c9fde42b323a9fc864a0afe3111d042b,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step19r_fixed_hardware_revalidation_20260727.json,True,False,981,,36dc7f7bb2fb2d81bd9dba88ed0ebe1e471a0f0f1af91265c915f62dc53e174d,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step19r_llc_lr_an_revalidation_20260727.json,True,False,80428,,41cc7ca87ad2accdc2ddca0d47ca524712074acdb96ae45adfbc662e26af2de8,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step19r_material_unit_correction_audit_20260727.json,True,False,7734,,41223d9174c6a2186a1033c571987d5f6ff827fdf8c70bb04f706684ffa332f2,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step19r_physical_consistency_audit_20260727.json,True,False,4948,,1fbec64486317b849cf93754ba089fc3659ecb01abe3dd43839ea5e931a8d8a1,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step19r_role_reranking_audit_20260727.json,True,False,134502,,cd97fcb0c6a777850f230a543cb4bf0ef099484b4305dee842367824c71a89c3,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step19r_rollout_gate_20260727.json,True,False,1730,,2032b0d9d2cf51320ccb5554fc3298ee64abd0df408b50f95668f0879aeae918,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step20_mas_881cceaf_cache_audit_20260729.json,True,False,19573,,476b514179b907a6d4cda6f75dde81be4fc108ca2d00f845551fc2e6089233de,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step20_mas_881cceaf_component_audit_20260729.json,True,False,17179,,b7c1dd7295f4ea985668bb00c743cc043ddcb7f415e5d02241cf5034ba65bb63,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step20_mas_881cceaf_component_link_audit_20260729.json,True,False,9905,,828788bddba330f9f2f3cfd8562b76048a0275f10c0689a637767a265fbb2e9c,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step20_mas_881cceaf_difference_audit_20260729.json,True,False,13789,,43ef86a2cca7647148e32484cf4b903d780a53ed29338eb9760d72050903b618,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step20_mas_881cceaf_golden_audit_20260729.json,True,False,5653,,4142a0a0e85cd031aab3b64f859ad1cc9100e9c2aa6e5f85c265e284fd1aeddb,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step20_mas_881cceaf_model_coverage_audit_20260729.json,True,False,461,,961f9477df1414f6f2052d3f3f1ab6278f60852241c84ca59f4ba43464b43dfb,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step20_mas_881cceaf_normalization_audit_20260729.json,True,False,3034,,fab03fd87c1d0811bbe627572251c6d0fb50313d1cd9b9d117f2209ba52c6b5f,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step20_mas_881cceaf_source_audit_20260729.json,True,False,23555,,f9b526a2c3ab71bcf3d9770c9bcb8321fddc3d1a4109bbe6ef106e523a276b87,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step20_mas_881cceaf_source_audit_20260729_build_b.json,True,False,23555,,f9b526a2c3ab71bcf3d9770c9bcb8321fddc3d1a4109bbe6ef106e523a276b87,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step20_mas_881cceaf_source_manifest_20260729.json,True,False,3928,,d053e7b5d332ff25e3187c5a9a36837cd52f9e62d72ccae808a09f7f5e1f18cf,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step20_mas_881cceaf_source_manifest_20260729_build_b.json,True,False,3928,,d053e7b5d332ff25e3187c5a9a36837cd52f9e62d72ccae808a09f7f5e1f18cf,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step20_mas_881cceaf_v2_cache_a_20260729/cache_audit.json,True,False,19573,,476b514179b907a6d4cda6f75dde81be4fc108ca2d00f845551fc2e6089233de,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step20_mas_881cceaf_v2_cache_a_20260729/component_link_audit.json,True,False,9905,,828788bddba330f9f2f3cfd8562b76048a0275f10c0689a637767a265fbb2e9c,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step20_mas_881cceaf_v2_cache_a_20260729/components_normalized_v2.json,True,False,29573125,,fdb4b2b6076a0135b4708e2223bb685f5e43a72b801483537f4aa740a95e274c,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step20_mas_881cceaf_v2_cache_a_20260729/material_loss_corrections_applied.json,True,False,113,,ebf370e6721f2ed28a2e3485049f15194ac6e2b14f83ba18251e3e6e38d1f071,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step20_mas_881cceaf_v2_cache_a_20260729/materials_normalized_v2.json,True,False,13654948,,15835e6ff94ad3c473362a8d3b0fc738caded43fc33ffbae992f3755c119146a,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step20_mas_881cceaf_v2_cache_a_20260729/model_coverage_audit.json,True,False,461,,961f9477df1414f6f2052d3f3f1ab6278f60852241c84ca59f4ba43464b43dfb,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step20_mas_881cceaf_v2_cache_a_20260729/normalization_audit.json,True,False,3034,,fab03fd87c1d0811bbe627572251c6d0fb50313d1cd9b9d117f2209ba52c6b5f,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step20_mas_881cceaf_v2_cache_a_20260729/source_manifest.json,True,False,3928,,d053e7b5d332ff25e3187c5a9a36837cd52f9e62d72ccae808a09f7f5e1f18cf,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step20_mas_881cceaf_v2_cache_b_20260729/cache_audit.json,True,False,19573,,476b514179b907a6d4cda6f75dde81be4fc108ca2d00f845551fc2e6089233de,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step20_mas_881cceaf_v2_cache_b_20260729/component_link_audit.json,True,False,9905,,828788bddba330f9f2f3cfd8562b76048a0275f10c0689a637767a265fbb2e9c,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step20_mas_881cceaf_v2_cache_b_20260729/components_normalized_v2.json,True,False,29573125,,fdb4b2b6076a0135b4708e2223bb685f5e43a72b801483537f4aa740a95e274c,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step20_mas_881cceaf_v2_cache_b_20260729/material_loss_corrections_applied.json,True,False,113,,ebf370e6721f2ed28a2e3485049f15194ac6e2b14f83ba18251e3e6e38d1f071,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step20_mas_881cceaf_v2_cache_b_20260729/materials_normalized_v2.json,True,False,13654948,,15835e6ff94ad3c473362a8d3b0fc738caded43fc33ffbae992f3755c119146a,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step20_mas_881cceaf_v2_cache_b_20260729/model_coverage_audit.json,True,False,461,,961f9477df1414f6f2052d3f3f1ab6278f60852241c84ca59f4ba43464b43dfb,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step20_mas_881cceaf_v2_cache_b_20260729/normalization_audit.json,True,False,3034,,fab03fd87c1d0811bbe627572251c6d0fb50313d1cd9b9d117f2209ba52c6b5f,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
reports/openmagnetics_step20_mas_881cceaf_v2_cache_b_20260729/source_manifest.json,True,False,3928,,d053e7b5d332ff25e3187c5a9a36837cd52f9e62d72ccae808a09f7f5e1f18cf,,False,False,,,exclude_generated,"Generated output, evidence, cache, or comparison artifact."
